Id,Label,node_type,modularity_class,degree,weighted degree,eigencentrality,pageranks,stat_inf_class,clustering,triangles,X,Y,Size,Color
105,war,Word,11,8,0.514549,0.09945,0.000388,3,0.464286,13,-673.164551,-474.464386,12.876713,"#4300a3"
106,iraq,Word,11,5,0.265112,0.067782,0.000262,3,1,10,-481.352112,-328.437836,11.643835,"#4300a3"
107,military,Word,11,5,0.33661,0.067782,0.000262,3,1,10,-568.912903,-369.45639,11.643835,"#4300a3"
108,soldiers,Word,11,2,0.10227,0.021818,0.000133,3,1,1,-695.63739,-744.60553,10.410959,"#4300a3"
109,vietnam,Word,11,3,0.122707,0.034542,0.000178,3,1,3,-634.039551,-697.901184,10.821918,"#4300a3"
110,terrorism,Word,11,4,0.325051,0.054111,0.000218,2,1,6,-741.773132,-947.466614,11.232877,"#4300a3"
111,attack,Word,5,3,0.105445,0.032492,0.000188,30,0.666667,2,-1901.217041,-873.889343,10.821918,"#00c4ff"
112,terrorist,Word,11,9,0.356471,0.098848,0.000453,17,0.5,18,-1383.465088,-488.483124,13.287671,"#4300a3"
113,personnel,Word,11,4,0.123341,0.04732,0.000229,3,0.666667,4,-817.249817,-745.821106,11.232877,"#4300a3"
114,terrorists,Word,11,6,0.23045,0.065121,0.000319,2,0.733333,11,-1096.858521,-1194.34021,12.054794,"#4300a3"
115,troops,Word,11,3,0.052407,0.037463,0.000176,3,1,3,-604.947632,-961.912415,10.821918,"#4300a3"
116,casualties,Word,11,3,0.059151,0.037463,0.000176,3,1,3,-648.213684,-911.722229,10.821918,"#4300a3"
117,armed,Word,11,5,0.161122,0.054934,0.000282,3,0.7,7,-569.051819,-1287.132446,11.643835,"#4300a3"
118,al,Word,11,2,0.04351,0.022318,0.000132,3,1,1,-832.043396,-1481.152222,10.410959,"#4300a3"
119,qaeda,Word,11,2,0.040962,0.022318,0.000132,3,1,1,-771.853088,-1541.396851,10.410959,"#4300a3"
120,forces,Word,11,3,0.069525,0.034542,0.000178,3,1,3,-762.212646,-859.947327,10.821918,"#4300a3"
121,attacks,Word,11,6,0.165937,0.060017,0.000321,30,0.466667,7,-1968.728638,-564.101929,12.054794,"#4300a3"
122,army,Word,11,3,0.11903,0.034542,0.000178,3,1,3,-631.106506,-655.687988,10.821918,"#4300a3"
123,united,Word,15,10,0.193578,0.142824,0.000492,32,0.177778,8,1258.185425,-693.34613,13.69863,"#ff8805"
124,defense,Word,3,2,0.038694,0.054678,0.000125,3,0,0,-521.478455,415.468933,10.410959,"#9900e0"
125,threat,Word,1,3,0.046402,0.03405,0.000167,19,0.333333,1,-1413.31604,-2454.323975,10.821918,"#f5dc00"
126,civilian,Word,11,2,0.037171,0.021818,0.000133,3,1,1,-953.474426,-1012.315247,10.410959,"#4300a3"
127,islamic,Word,5,2,0.043939,0.024601,0.000138,2,1,1,-1173.115723,-1084.865967,10.410959,"#00c4ff"
128,afghanistan,Word,11,1,0.010399,0.011823,0.000087,3,0,0,-942.258911,-2459.127686,10,"#4300a3"
129,iran,Word,11,1,0.008735,0.011823,0.000087,3,0,0,-1139.924927,-2806.592041,10,"#4300a3"
131,income,Word,14,13,0.445198,0.183363,0.000555,6,0.320513,25,1118.318115,869.936035,14.931507,"#5795ff"
132,inequality,Word,14,4,0.28667,0.060201,0.000194,27,1,6,1097.769775,407.710571,11.232877,"#5795ff"
133,wealth,Word,14,7,0.171962,0.101992,0.000327,27,0.47619,10,887.561707,859.795227,12.465754,"#5795ff"
134,happiness,Word,14,2,0.300968,0.029843,0.000131,27,1,1,973.131531,673.620544,10.410959,"#5795ff"
135,mobility,Word,8,3,0.126952,0.043581,0.000158,23,1,3,1942.320435,-377.144928,10.821918,"#4c463e"
136,incomes,Word,14,8,0.197259,0.10977,0.000374,27,0.428571,12,1272.479858,649.408447,12.876713,"#5795ff"
137,poverty,Word,16,9,0.192032,0.129888,0.000391,21,0.277778,10,619.976562,864.551147,13.287671,"#00bd94"
138,rich,Word,15,6,0.094327,0.115883,0.00027,27,0.266667,4,791.458313,1137.222656,12.054794,"#ff8805"
139,distribution,Word,14,6,0.117654,0.071417,0.000294,30,0.466667,7,-559.131104,-817.144287,12.054794,"#5795ff"
140,percent,Word,6,14,0.265359,0.207808,0.000587,9,0.131868,12,1438.588623,659.124023,15.342466,"#f00016"
141,welfare,Word,14,1,0.017478,0.018795,0.000082,27,0,0,1751.009888,1391.322754,10,"#5795ff"
142,poor,Word,13,14,0.235088,0.203217,0.000604,13,0.120879,11,118.738831,-62.792377,15.342466,"#ff5584"
143,utility,Word,14,4,0.134232,0.061045,0.000211,27,1,6,1086.985352,694.594849,11.232877,"#5795ff"
144,wealthy,Word,15,5,0.077416,0.078896,0.00025,6,0.2,2,1581.788086,527.836182,11.643835,"#ff8805"
145,society,Word,15,3,0.0613,0.045276,0.000171,14,0.333333,1,1655.096313,-11.884069,10.821918,"#ff8805"
146,class,Word,5,4,0.063001,0.045288,0.000221,2,0.333333,2,-2480.126709,-852.515869,11.232877,"#00c4ff"
147,envy,Word,14,2,0.031412,0.033407,0.000118,27,1,1,1710.774658,1154.521606,10.410959,"#5795ff"
148,social,Word,14,12,0.287184,0.148983,0.000568,10,0.090909,6,201.772064,-110.640167,14.520548,"#5795ff"
149,median,Word,14,3,0.045891,0.048067,0.000157,27,1,3,1682.599854,967.413208,10.821918,"#5795ff"
150,family,Word,8,4,0.061706,0.056507,0.000202,23,0.5,3,2157.902344,-610.453552,11.232877,"#4c463e"
151,states,Word,16,11,0.196985,0.134162,0.000522,5,0.054545,3,1779.510742,-1002.525208,14.109589,"#00bd94"
152,redistribution,Word,14,1,0.01036,0.018795,0.000082,27,0,0,2250.961426,1896.719727,10,"#5795ff"
153,economic,Word,15,23,0.525122,0.39533,0.001008,4,0.197628,50,696.338013,-170.11795,19.041096,"#ff8805"
154,households,Word,4,4,0.095576,0.054488,0.000207,17,0.333333,2,-1558.682983,2279.048828,11.232877,"#05ff00"
156,illegal,Word,16,7,0.328608,0.089901,0.000321,15,0.428571,9,-371.53067,-1640.66272,12.465754,"#00bd94"
157,immigrants,Word,16,4,0.293712,0.057015,0.000201,15,1,6,148.513672,-1478.307739,11.232877,"#00bd94"
158,immigration,Word,16,4,0.224367,0.057015,0.000201,15,1,6,194.805069,-1485.409302,11.232877,"#00bd94"
159,amnesty,Word,16,3,0.093216,0.042139,0.000161,15,1,3,105.70092,-1728.933472,10.821918,"#00bd94"
160,mexico,Word,16,7,0.334703,0.102903,0.000324,15,0.714286,15,-60.974392,-1469.740601,12.465754,"#00bd94"
161,citizenship,Word,16,3,0.066851,0.042139,0.000161,15,1,3,136.135422,-1875.408813,10.821918,"#00bd94"
162,mexican,Word,16,4,0.141544,0.060126,0.000201,15,0.833333,5,240.625748,-1509.339722,11.232877,"#00bd94"
163,immigrant,Word,16,3,0.05616,0.042108,0.000163,15,0.333333,1,208.669662,-1928.783081,10.821918,"#00bd94"
164,border,Word,16,3,0.061696,0.042139,0.000161,15,1,3,121.361908,-1946.38916,10.821918,"#00bd94"
165,citizens,Word,16,3,0.05997,0.039118,0.000168,15,0.333333,1,-434.739807,-1922.186401,10.821918,"#00bd94"
166,foreigners,Word,16,1,0.015852,0.014507,0.000083,15,0,0,243.259949,-2480.489746,10,"#00bd94"
167,skilled,Word,16,7,0.233984,0.113963,0.000325,15,0.238095,5,-382.783905,-404.742828,12.465754,"#00bd94"
168,profiling,Word,11,3,0.305957,0.035796,0.000173,2,0.333333,1,-910.015808,-1354.661743,10.821918,"#4300a3"
169,deported,Word,16,2,0.023051,0.028511,0.000121,15,1,1,217.727066,-2530.941406,10.410959,"#00bd94"
170,future,Word,6,6,0.106315,0.080072,0.000283,8,0.066667,1,378.874268,-249.435059,12.054794,"#f00016"
171,americans,Word,8,6,0.128183,0.062003,0.000315,5,0.266667,4,3135.392822,-1859.608887,12.054794,"#4c463e"
172,outsourcing,Word,16,2,0.023564,0.028511,0.000121,15,1,1,181.880646,-2455.327881,10.410959,"#00bd94"
173,crime,Word,1,9,0.653311,0.120288,0.000403,19,0.833333,30,-1152.765381,-1978.606934,13.287671,"#f5dc00"
174,lawful,Word,16,1,0.010135,0.014507,0.000083,15,0,0,295.864441,-3126.959717,10,"#00bd94"
175,born,Word,16,2,0.01958,0.028511,0.000121,15,1,1,287.225494,-2703.766602,10.410959,"#00bd94"
176,jobs,Word,16,11,0.213029,0.179413,0.000474,15,0.236364,13,116.883255,-227.749084,14.109589,"#00bd94"
177,deportation,Word,16,1,0.009627,0.014507,0.000083,15,0,0,363.04657,-3172.259277,10,"#00bd94"
178,workers,Word,2,19,0.579076,0.315065,0.000771,9,0.309942,53,-408.302704,451.317535,17.397261,"#73c000"
180,banks,Word,13,12,0.487085,0.234589,0.000482,11,0.606061,40,250.747162,1698.211792,14.520548,"#ff5584"
181,banking,Word,13,3,0.099099,0.055327,0.000151,21,1,3,323.018616,2020.537354,10.821918,"#ff5584"
182,financial,Word,13,15,0.324057,0.243231,0.000614,11,0.352381,37,222.628632,2065.268555,15.753425,"#ff5584"
183,bank,Word,13,10,0.411607,0.199376,0.000415,19,0.755556,34,88.219322,1511.5354,13.69863,"#ff5584"
184,capital,Word,1,9,0.310939,0.134576,0.000378,19,0.194444,7,-722.528076,-559.164917,13.287671,"#f5dc00"
185,lending,Word,13,8,0.148722,0.155241,0.000325,21,0.964286,27,326.981049,2316.387939,12.876713,"#ff5584"
186,reserve,Word,13,6,0.184963,0.13036,0.000257,12,0.6,9,650.996887,1389.325439,12.054794,"#ff5584"
187,risk,Word,13,6,0.099642,0.070576,0.000287,24,0.2,3,1702.325439,1724.716309,12.054794,"#ff5584"
188,regulation,Word,2,8,0.376326,0.113373,0.00039,0,0.285714,8,-1124.41394,881.55127,12.876713,"#73c000"
189,fed,Word,13,5,0.30864,0.122438,0.000215,21,1,10,43.973137,1447.462524,11.643835,"#ff5584"
190,federal,Word,3,24,0.677211,0.481132,0.000943,21,0.278986,77,-354.597992,931.051514,19.452055,"#9900e0"
191,lend,Word,13,4,0.067748,0.097247,0.000177,21,1,6,535.960815,2366.546631,11.232877,"#ff5584"
192,borrowing,Word,13,7,0.149891,0.149626,0.000288,7,0.714286,15,62.001854,2040.857422,12.465754,"#ff5584"
193,loan,Word,13,6,0.143864,0.099685,0.000264,21,0.733333,11,1208.680664,1275.213989,12.054794,"#ff5584"
194,borrow,Word,13,3,0.049718,0.052369,0.000151,21,1,3,1299.471924,1706.991333,10.821918,"#ff5584"
195,credit,Word,13,4,0.085414,0.063109,0.000197,19,0.5,3,-565.576477,457.752594,11.232877,"#ff5584"
196,regulatory,Word,2,5,0.218773,0.074974,0.00025,0,0.3,3,-1230.202881,1078.913696,11.643835,"#73c000"
197,bankers,Word,13,3,0.035685,0.056305,0.00015,21,1,3,270.409302,2714.88208,10.821918,"#ff5584"
198,lax,Word,5,2,0.038118,0.03119,0.000129,2,0,0,-998.698181,-143.548798,10.410959,"#00c4ff"
199,nonbank,Word,13,1,0.01267,0.018412,0.000079,21,0,0,490.241302,3213.001465,10,"#ff5584"
200,risks,Word,14,5,0.099367,0.078285,0.000239,3,0.4,4,1323.255249,1370.350586,11.643835,"#5795ff"
201,lenders,Word,13,6,0.142837,0.098512,0.000255,21,1,15,455.207031,2302.715088,12.054794,"#ff5584"
202,assets,Word,13,11,0.377513,0.185079,0.000472,24,0.363636,20,444.15448,1331.460815,14.109589,"#ff5584"
203,deregulation,Word,11,2,0.037941,0.023257,0.000126,2,0,0,-2830.574951,-197.535812,10.410959,"#4300a3"
205,obesity,Word,4,3,0.208169,0.01859,0.000175,17,1,3,-3166.335205,2480.137207,10.821918,"#05ff00"
206,obese,Word,4,3,0.119143,0.01859,0.000175,17,1,3,-3265.564453,2560.433594,10.821918,"#05ff00"
207,trans,Word,4,2,0.094611,0.011828,0.000133,17,1,1,-3264.38623,2595.22583,10.410959,"#05ff00"
208,fats,Word,4,3,0.140957,0.01859,0.000175,17,1,3,-3231.938477,2527.031494,10.821918,"#05ff00"
209,foods,Word,4,5,0.187936,0.04953,0.000249,17,1,10,-2843.558838,2353.920166,11.643835,"#05ff00"
210,restaurants,Word,4,3,0.088522,0.01859,0.000175,17,1,3,-3341.384521,2636.061035,10.821918,"#05ff00"
211,restaurant,Word,4,2,0.048988,0.011828,0.000133,17,1,1,-3462.328857,2760.170166,10.410959,"#05ff00"
212,food,Word,4,6,0.378934,0.067857,0.00029,17,0.733333,11,-2160.679199,2018.593628,12.054794,"#05ff00"
213,drinks,Word,4,4,0.079235,0.031391,0.000213,17,0.333333,2,-3539.510986,1853.393311,11.232877,"#05ff00"
214,fat,Word,4,3,0.082362,0.01859,0.000175,17,1,3,-3391.107666,2620.465088,10.821918,"#05ff00"
215,overweight,Word,4,3,0.070905,0.01859,0.000175,17,1,3,-3419.828369,2677.944336,10.821918,"#05ff00"
216,ban,Word,7,7,0.14336,0.04058,0.000385,17,0.095238,2,145.282272,-1685.982666,12.465754,"#ff85eb"
217,weight,Word,4,3,0.109019,0.01859,0.000175,17,1,3,-3309.400879,2545.950195,10.821918,"#05ff00"
218,eating,Word,4,3,0.06459,0.01859,0.000175,17,1,3,-3484.560059,2691.487061,10.821918,"#05ff00"
219,soft,Word,4,1,0.01702,0.005768,0.000091,17,0,0,-3745.23291,3036.524658,10,"#05ff00"
220,fatty,Word,4,1,0.014272,0.005768,0.000091,17,0,0,-3858.407227,3132.094482,10,"#05ff00"
221,york,Word,11,2,0.034382,0.026879,0.000133,17,0,0,-2199.712402,1433.651001,10.410959,"#4300a3"
222,calorie,Word,4,3,0.038775,0.01859,0.000175,17,1,3,-3695.652588,2926.153564,10.821918,"#05ff00"
223,sodas,Word,4,1,0.012287,0.005768,0.000091,17,0,0,-3987.236084,3174.149902,10,"#05ff00"
224,diet,Word,4,1,0.011895,0.005768,0.000091,17,0,0,-3978.240479,3271.008057,10,"#05ff00"
225,exercise,Word,4,1,0.011733,0.005768,0.000091,17,0,0,-4031.758301,3233.04834,10,"#05ff00"
226,ordinance,Word,4,1,0.011508,0.005768,0.000091,17,0,0,-4089.452148,3220.789551,10,"#05ff00"
228,estate,Word,3,4,0.284857,0.054984,0.000205,6,0.833333,5,781.873413,1560.007812,11.232877,"#9900e0"
229,revenues,Word,3,8,0.162759,0.126906,0.000362,30,0.535714,15,-332.419373,1482.209595,12.876713,"#9900e0"
230,revenue,Word,3,5,0.115584,0.068579,0.000244,6,0.6,6,740.57312,1652.38269,11.643835,"#9900e0"
231,rates,Word,13,20,0.552331,0.37026,0.000778,6,0.221053,42,555.478088,506.358765,17.80822,"#ff5584"
232,marginal,Word,3,5,0.096599,0.082378,0.000228,6,0.4,4,570.644348,1914.115723,11.643835,"#9900e0"
233,taxed,Word,3,4,0.076364,0.057981,0.000201,6,1,6,974.76709,2145.918701,11.232877,"#9900e0"
234,taxation,Word,3,6,0.111929,0.073094,0.000296,6,0.666667,10,976.449158,839.145813,12.054794,"#9900e0"
235,effect,Word,1,7,0.126312,0.100487,0.000306,19,0.142857,3,-202.139328,-672.275024,12.465754,"#f5dc00"
236,loopholes,Word,3,2,0.02723,0.025105,0.00013,6,1,1,1183.033081,2588.661377,10.410959,"#9900e0"
237,dividends,Word,3,2,0.023574,0.031609,0.000117,6,1,1,1140.524902,2738.473145,10.410959,"#9900e0"
238,bequest,Word,3,2,0.026259,0.025105,0.00013,6,1,1,1218.799072,2642.135498,10.410959,"#9900e0"
239,gains,Word,3,3,0.03586,0.048089,0.000153,6,1,3,1117.925659,2526.369873,10.821918,"#9900e0"
240,effects,Word,16,8,0.152371,0.150256,0.00035,6,0.285714,8,929.402344,1173.271606,12.876713,"#00bd94"
241,deductions,Word,3,6,0.135182,0.08725,0.000273,6,0.733333,11,1035.411865,1182.530396,12.054794,"#9900e0"
242,taxable,Word,3,1,0.010069,0.015212,0.000082,6,0,0,1181.275146,3381.239502,10,"#9900e0"
243,250000,Word,3,1,0.01003,0.015212,0.000082,6,0,0,1276.71936,3318.858643,10,"#9900e0"
244,taxpayers,Word,3,2,0.018739,0.031609,0.000117,6,1,1,1241.223267,3019.241699,10.410959,"#9900e0"
245,excise,Word,3,1,0.009568,0.015212,0.000082,6,0,0,1270.776733,3415.270752,10,"#9900e0"
247,punishment,Word,1,10,0.599636,0.114727,0.000453,16,0.644444,29,-1577.121582,-1911.528198,13.69863,"#f5dc00"
248,murder,Word,1,3,0.13565,0.03372,0.000162,19,1,3,-1478.561401,-2193.24707,10.821918,"#f5dc00"
249,criminal,Word,1,10,0.230158,0.128968,0.000452,19,0.644444,29,-1661.927856,-2140.477051,13.69863,"#f5dc00"
250,crimes,Word,1,9,0.445767,0.119832,0.000411,19,1,36,-1339.180298,-2126.628906,13.287671,"#f5dc00"
251,sentence,Word,1,4,0.095508,0.039681,0.000217,0,0.333333,2,-1930.179443,-836.091797,11.232877,"#f5dc00"
252,prison,Word,1,4,0.11994,0.050197,0.000203,19,1,6,-1416.344238,-2339.812988,11.232877,"#f5dc00"
253,murderers,Word,1,3,0.131193,0.03372,0.000162,19,1,3,-1516.697388,-2206.741455,10.821918,"#f5dc00"
254,deterrence,Word,1,4,0.136833,0.04408,0.000205,19,1,6,-1470.218262,-2286.457031,11.232877,"#f5dc00"
255,execution,Word,1,3,0.109247,0.03372,0.000162,19,1,3,-1583.137573,-2264.707031,10.821918,"#f5dc00"
256,rate,Word,16,7,0.184487,0.112083,0.000314,9,0.238095,5,-46.656937,-295.130188,12.465754,"#00bd94"
257,executed,Word,1,3,0.133624,0.03372,0.000162,19,1,3,-1535.606445,-2175.850098,10.821918,"#f5dc00"
258,deter,Word,1,4,0.091728,0.043862,0.000216,19,1,6,-1642.204468,-2420.59375,11.232877,"#f5dc00"
259,imprisonment,Word,1,3,0.12371,0.033458,0.000163,19,1,3,-1455.246582,-2230.445801,10.821918,"#f5dc00"
260,police,Word,1,10,0.234816,0.133174,0.000463,16,0.4,18,-1248.365723,-1554.968262,13.69863,"#f5dc00"
261,deterrent,Word,1,5,0.154785,0.060819,0.000244,19,1,10,-1520.862183,-2283.422607,11.643835,"#f5dc00"
262,criminals,Word,1,10,0.327281,0.132093,0.000453,19,0.8,36,-1510.964966,-2085.501709,13.69863,"#f5dc00"
263,punished,Word,1,3,0.060506,0.031657,0.000166,19,0.333333,1,-2294.028809,-1545.011963,10.821918,"#f5dc00"
264,innocent,Word,1,5,0.146054,0.054026,0.00025,19,0.3,3,-1675.863892,-1910.712646,11.643835,"#f5dc00"
265,committing,Word,1,2,0.044979,0.022227,0.000124,19,1,1,-1582.404297,-2602.115234,10.410959,"#f5dc00"
266,probability,Word,19,7,0.189359,0.070411,0.000351,24,0.333333,7,1077.941528,-170.139313,12.465754,"#b88a00"
267,punish,Word,1,2,0.02871,0.022227,0.000124,19,1,1,-1792.256958,-2864.415771,10.410959,"#f5dc00"
269,price,Word,2,1,0.08178,0.019472,0.000082,1,0,0,-917.04303,1029.512207,10,"#73c000"
270,product,Word,2,4,0.106342,0.069846,0.000214,24,0.5,3,-1138.614014,675.990173,11.232877,"#73c000"
271,competition,Word,2,11,0.359669,0.146615,0.000527,26,0.236364,13,825.588013,-1253.860962,14.109589,"#73c000"
272,cartel,Word,2,2,0.048723,0.045253,0.000119,1,1,1,-1125.598999,1343.03772,10.410959,"#73c000"
273,cost,Word,11,6,0.252488,0.091998,0.0003,3,0.6,9,-441.550964,279.553101,12.054794,"#4300a3"
274,curve,Word,2,2,0.036938,0.045253,0.000119,1,1,1,-1235.088867,1514.061523,10.410959,"#73c000"
275,monopoly,Word,17,11,0.260555,0.136795,0.000509,2,0.181818,10,-2347.638428,-43.284718,14.109589,"#0011f5"
276,sellers,Word,1,5,0.118878,0.085381,0.000238,0,0.4,4,-1501.759521,-609.665344,11.643835,"#f5dc00"
277,profits,Word,13,6,0.120893,0.115039,0.000272,11,0.466667,7,-958.461304,1676.094727,12.054794,"#ff5584"
278,customers,Word,5,6,0.142806,0.072097,0.000314,30,0.2,3,-2457.532471,-720.294434,12.054794,"#00c4ff"
279,consumers,Word,2,13,0.404213,0.181885,0.0006,21,0.217949,17,-1832.724243,780.603577,14.931507,"#73c000"
280,market,Word,13,18,0.38048,0.228245,0.0008,19,0.130719,20,-767.119629,-170.090881,16.986301,"#ff5584"
281,competitive,Word,2,4,0.087763,0.087045,0.000201,14,0.5,3,-390.581665,-170.116165,11.232877,"#73c000"
282,quality,Word,6,6,0.202789,0.070625,0.000301,14,0.133333,2,1319.38147,-1678.465332,12.054794,"#f00016"
283,producers,Word,4,10,0.172947,0.135752,0.000486,28,0.222222,10,-2244.295654,415.240173,13.69863,"#05ff00"
284,consumer,Word,2,6,0.18867,0.087844,0.000318,0,0.333333,5,-1119.310669,589.315674,12.054794,"#73c000"
285,shortage,Word,2,1,0.016541,0.019472,0.000082,1,0,0,-1273.67749,1965.038086,10,"#73c000"
286,value,Word,14,8,0.254796,0.127914,0.000361,11,0.214286,6,-85.088135,437.459991,12.876713,"#5795ff"
287,monopsony,Word,2,1,0.014537,0.019472,0.000082,1,0,0,-1294.21167,2153.653564,10,"#73c000"
288,products,Word,2,9,0.223154,0.148232,0.000428,17,0.333333,12,-1438.414795,116.934166,13.287671,"#73c000"
290,housing,Word,13,5,0.331838,0.067932,0.000227,21,0.9,9,409.779144,2096.680664,11.643835,"#ff5584"
291,mortgage,Word,13,5,0.220541,0.067932,0.000227,21,0.9,9,393.993896,2220.174561,11.643835,"#ff5584"
292,bubble,Word,13,4,0.456972,0.05201,0.000206,11,0.666667,4,-458.347534,2329.992432,11.232877,"#ff5584"
293,mortgages,Word,13,5,0.267751,0.067932,0.000227,21,0.9,9,450.783966,2203.437744,11.643835,"#ff5584"
294,house,Word,13,2,0.085763,0.031863,0.000114,21,1,1,287.820221,2243.915771,10.410959,"#ff5584"
295,subprime,Word,13,5,0.145344,0.067932,0.000227,21,0.9,9,457.866241,2394.017578,11.643835,"#ff5584"
296,houses,Word,13,5,0.121029,0.083003,0.000225,7,0.4,4,136.794037,2144.091064,11.643835,"#ff5584"
297,bursting,Word,13,3,0.065028,0.037097,0.000172,11,1,3,-423.609161,2844.929932,10.821918,"#ff5584"
298,securities,Word,13,6,0.140905,0.125684,0.000253,21,0.8,12,77.736382,2130.645508,12.054794,"#ff5584"
299,mortgagebacked,Word,13,2,0.035306,0.031863,0.000114,21,1,1,431.793762,2780.658936,10.410959,"#ff5584"
300,bought,Word,13,2,0.029867,0.031863,0.000114,21,1,1,422.543518,2933.315674,10.410959,"#ff5584"
301,risky,Word,13,3,0.050601,0.037307,0.000157,21,1,3,641.12738,2950.985107,10.821918,"#ff5584"
302,equity,Word,13,5,0.138449,0.083652,0.000229,11,0.7,7,-108.94986,1933.027954,11.643835,"#ff5584"
303,refinance,Word,13,1,0.01352,0.016951,0.000079,21,0,0,390.753723,3399.727783,10,"#ff5584"
304,debt,Word,3,16,0.847457,0.301111,0.000642,21,0.383333,46,392.055603,1090.07605,16.164383,"#9900e0"
305,defaults,Word,13,3,0.038346,0.047849,0.000153,21,0.333333,1,1156.998657,2335.360107,10.821918,"#ff5584"
306,rising,Word,13,4,0.061227,0.057093,0.000199,11,0.333333,2,-882.57074,2836.992676,11.232877,"#ff5584"
307,foreclosures,Word,13,3,0.034672,0.047575,0.000149,21,1,3,493.281342,3037.832275,10.821918,"#ff5584"
308,freddie,Word,13,3,0.443094,0.037307,0.000157,21,1,3,570.604248,2299.05249,10.821918,"#ff5584"
310,china,Word,15,10,0.567379,0.199513,0.000428,12,0.466667,21,626.650574,-125.790657,13.69863,"#ff8805"
311,chinese,Word,15,9,0.487285,0.184495,0.000393,30,0.472222,17,226.39624,-459.056335,13.287671,"#ff8805"
312,exports,Word,15,8,0.302876,0.139316,0.000361,32,0.428571,12,95.201561,465.684113,12.876713,"#ff8805"
313,imports,Word,15,8,0.243606,0.143978,0.000348,12,0.464286,13,-433.08493,938.891174,12.876713,"#ff8805"
314,chinas,Word,15,6,0.307145,0.136969,0.000264,23,0.666667,10,1146.300903,-251.960388,12.054794,"#ff8805"
315,foreign,Word,15,15,0.703825,0.28333,0.000627,13,0.390476,41,324.825836,250.587387,15.753425,"#ff8805"
316,domestic,Word,15,4,0.143035,0.069937,0.000194,16,0.666667,4,-684.70343,514.382324,11.232877,"#ff8805"
317,goods,Word,15,7,0.198838,0.148514,0.000314,6,0.52381,11,-62.944439,343.950348,12.465754,"#ff8805"
318,export,Word,15,2,0.069871,0.041419,0.000117,20,1,1,-135.494415,310.663788,10.410959,"#ff8805"
319,internet,Word,5,10,0.372574,0.104822,0.000517,24,0.266667,12,-1294.045532,-1528.961914,13.69863,"#00c4ff"
320,companies,Word,2,16,0.419929,0.257685,0.00068,31,0.266667,32,-1172.018677,459.139038,16.164383,"#73c000"
321,countries,Word,15,32,0.81212,0.51161,0.001362,23,0.143145,71,677.527832,-345.941498,22.739727,"#ff8805"
322,domestically,Word,15,2,0.048341,0.041419,0.000117,20,1,1,-197.932968,362.656128,10.410959,"#ff8805"
323,imported,Word,15,3,0.071191,0.070077,0.000158,20,1,3,-531.807129,280.70694,10.821918,"#ff8805"
324,equipment,Word,11,2,0.038608,0.042578,0.000121,3,0,0,-60.978813,-16.85779,10.410959,"#4300a3"
325,growth,Word,15,21,0.470107,0.415191,0.000868,7,0.257143,54,1170.683472,418.776581,18.219177,"#ff8805"
326,employment,Word,16,17,0.395845,0.286483,0.000682,9,0.294118,40,446.811493,618.748657,16.575342,"#00bd94"
327,policy,Word,8,8,0.29171,0.145463,0.000358,22,0.214286,6,1019.71167,-420.882019,12.876713,"#4c463e"
329,inflation,Word,13,3,0.220739,0.084105,0.000144,21,1,3,184.705215,1623.709106,10.821918,"#ff5584"
330,cash,Word,13,2,0.091497,0.060864,0.00011,21,1,1,393.854797,1776.57019,10.410959,"#ff5584"
331,money,Word,13,9,0.222159,0.179649,0.0004,24,0.25,9,40.501274,507.88092,13.287671,"#ff5584"
332,treasury,Word,3,8,0.180526,0.172918,0.000331,7,0.428571,12,652.478394,1669.367554,12.876713,"#9900e0"
333,shortterm,Word,13,2,0.046713,0.060864,0.00011,21,1,1,326.943604,2142.404541,10.410959,"#ff5584"
334,longterm,Word,16,5,0.127264,0.107459,0.000218,9,0.4,4,717.386719,1399.665405,11.643835,"#00bd94"
335,bonds,Word,13,4,0.072416,0.082097,0.000197,24,0.166667,1,1257.534668,-232.280014,11.232877,"#ff5584"
336,low,Word,13,4,0.059998,0.092923,0.000177,21,0.5,3,495.625031,2406.362549,11.232877,"#ff5584"
337,reserves,Word,13,9,0.230643,0.196039,0.000368,17,0.361111,13,-122.177071,1596.406128,13.287671,"#ff5584"
338,economy,Word,16,18,0.341366,0.365142,0.000755,15,0.339869,52,1131.551636,1026.225464,16.986301,"#00bd94"
339,feds,Word,13,4,0.093814,0.104026,0.000181,21,1,6,80.167892,1952.135742,11.232877,"#ff5584"
340,excess,Word,13,2,0.03005,0.060864,0.00011,21,1,1,428.874207,2600.731201,10.410959,"#ff5584"
341,savings,Word,3,4,0.060856,0.074923,0.000196,6,0.833333,5,953.072449,2375.319092,11.232877,"#9900e0"
343,women,Word,8,10,0.530238,0.131349,0.000451,5,0.4,18,2812.547852,-977.975586,13.69863,"#4c463e"
344,men,Word,8,8,0.341414,0.095375,0.000383,5,0.428571,12,2812.286865,-1189.740112,12.876713,"#4c463e"
345,female,Word,8,4,0.165472,0.054377,0.000198,5,1,6,2799.4646,-1327.528809,11.232877,"#4c463e"
346,male,Word,8,4,0.137452,0.054377,0.000198,5,1,6,2876.517822,-1333.933838,11.232877,"#4c463e"
347,science,Word,6,4,0.106906,0.059499,0.0002,5,1,6,2642.173584,-1692.766235,11.232877,"#f00016"
348,womens,Word,8,4,0.077588,0.054377,0.000198,5,1,6,3087.04541,-1420.803467,11.232877,"#4c463e"
